Vnum	Name	Type	SubType	Size	AntiFlags	Flags	WearFlags	ImmuneFlags	Gold	ShopBuyPrice	RefinedVnum	RefineSet	AlterToMagicItemPercent	LimitType0	LimitValue0	LimitType1	LimitValue1	ApplyType0	ApplyValue0	ApplyType1	ApplyValue1	ApplyType2	ApplyValue2	Value0	Value1	Value2	Value3	Value4	Value5	Specular	GainSocketPercent	AddonType	
91015	½ÊÀÌØöØ£°©+0	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	NONE	WEAR_BODY	NONE	0	0	0	0	10	LEVEL	1	LIMIT_NONE	0	APPLY_MAX_HP	2500	APPLY_MOV_SPEED	-2	APPLY_STEAL_HP	8	0	1	0	25	0	0	40	3	0	
91016	½ÊÀÌØöØ£°©+0	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	NONE	WEAR_BODY	NONE	0	0	0	0	10	LEVEL	1	LIMIT_NONE	0	APPLY_MAX_HP	3000	APPLY_MOV_SPEED	-1	APPLY_STEAL_HP	9	0	1	0	25	0	0	50	3	0	
91017	½ÊÀÌØöØ£°©+0	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	NONE	WEAR_BODY	NONE	0	0	0	0	10	LEVEL	1	LIMIT_NONE	0	APPLY_MAX_HP	3500	APPLY_MOV_SPEED	0	APPLY_STEAL_HP	10	0	1	0	25	0	0	65	3	0	
91018	½ÊÀÌØöØ£°©+0	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	NONE	WEAR_BODY	NONE	0	0	0	0	10	LEVEL	1	LIMIT_NONE	0	APPLY_MAX_HP	4000	APPLY_MOV_SPEED	5	APPLY_STEAL_HP	15	0	1	0	25	0	0	80	3	0	
91019	½ÊÀÌØöØ£°©+0	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	NONE	WEAR_BODY	NONE	0	0	0	0	10	LEVEL	1	LIMIT_NONE	0	APPLY_MAX_HP	5000	APPLY_MOV_SPEED	10	APPLY_STEAL_HP	20	0	1	0	25	0	0	100	3	0	
91020	ØøØ­Ø¶½Å¹ß+0	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	0	0	0	0	15	LEVEL	1	LIMIT_NONE	0	APPLY_MOV_SPEED	1	APPLY_NONE	0	APPLY_NONE	0	0	1	0	0	0	0	0	0	0	
91021	ØøØ­Ø¶½Å¹ß+0	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	0	0	0	0	15	LEVEL	1	LIMIT_NONE	0	APPLY_MOV_SPEED	2	APPLY_NONE	0	APPLY_NONE	0	0	1	0	0	0	0	0	0	0	
91022	ØøØ­Ø¶½Å¹ß+0	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	0	0	0	0	15	LEVEL	1	LIMIT_NONE	0	APPLY_MOV_SPEED	3	APPLY_NONE	0	APPLY_NONE	0	0	1	0	0	0	0	0	0	0	
91023	ØøØ­Ø¶½Å¹ß+0	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	0	0	0	0	15	LEVEL	1	LIMIT_NONE	0	APPLY_MOV_SPEED	4	APPLY_NONE	0	APPLY_NONE	0	0	1	0	0	0	0	0	0	0	
91024	ØøØ­Ø¶½Å¹ß+0	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	0	0	0	0	15	LEVEL	1	LIMIT_NONE	0	APPLY_MOV_SPEED	5	APPLY_NONE	0	APPLY_NONE	0	0	1	0	0	0	0	0	0	0	
91025	ØøØ­Ø¶½Å¹ß+0	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	0	0	0	0	15	LEVEL	1	LIMIT_NONE	0	APPLY_MOV_SPEED	6	APPLY_NONE	0	APPLY_NONE	0	0	1	0	0	0	0	0	0	0	
91026	ØøØ­Ø¶½Å¹ß+0	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	0	0	0	0	15	LEVEL	1	LIMIT_NONE	0	APPLY_MOV_SPEED	7	APPLY_NONE	0	APPLY_NONE	0	0	1	0	0	0	0	0	0	0	
91027	ØøØ­Ø¶½Å¹ß+0	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	0	0	0	0	15	LEVEL	1	LIMIT_NONE	0	APPLY_MOV_SPEED	10	APPLY_NONE	0	APPLY_NONE	0	0	1	0	0	0	0	0	0	0	
91028	ØøØ­Ø¶½Å¹ß+0	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	0	0	0	0	15	LEVEL	1	LIMIT_NONE	0	APPLY_MOV_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	1	0	0	0	0	0	0	0	
91029	ØøØ­Ø¶½Å¹ß+0	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	0	0	0	0	15	LEVEL	1	LIMIT_NONE	0	APPLY_MOV_SPEED	20	APPLY_NONE	0	APPLY_NONE	0	0	1	0	0	0	0	0	0	0	
91030	»ïØ²½ÅÆØ+0	ITEM_ARMOR	ARMOR_SHIELD	1	NONE	NONE	WEAR_SHIELD	NONE	0	0	0	0	5	LEVEL	1	LIMIT_NONE	0	APPLY_REFLECT_MELEE	1	APPLY_NONE	0	APPLY_NONE	0	0	1	0	0	0	0	0	0	0	
91031	»ïØ²½ÅÆØ+0	ITEM_ARMOR	ARMOR_SHIELD	1	NONE	NONE	WEAR_SHIELD	NONE	0	0	0	0	5	LEVEL	1	LIMIT_NONE	0	APPLY_REFLECT_MELEE	2	APPLY_NONE	0	APPLY_NONE	0	0	1	0	0	0	0	0	0	0	
91032	»ïØ²½ÅÆØ+0	ITEM_ARMOR	ARMOR_SHIELD	1	NONE	NONE	WEAR_SHIELD	NONE	0	0	0	0	5	LEVEL	1	LIMIT_NONE	0	APPLY_REFLECT_MELEE	3	APPLY_NONE	0	APPLY_NONE	0	0	1	0	0	0	0	0	0	0	
91033	»ïØ²½ÅÆØ+0	ITEM_ARMOR	ARMOR_SHIELD	1	NONE	NONE	WEAR_SHIELD	NONE	0	0	0	0	5	LEVEL	1	LIMIT_NONE	0	APPLY_REFLECT_MELEE	4	APPLY_NONE	0	APPLY_NONE	0	0	1	0	0	0	0	0	0	0	
91034	»ïØ²½ÅÆØ+0	ITEM_ARMOR	ARMOR_SHIELD	1	NONE	NONE	WEAR_SHIELD	NONE	0	0	0	0	5	LEVEL	1	LIMIT_NONE	0	APPLY_REFLECT_MELEE	5	APPLY_NONE	0	APPLY_NONE	0	0	1	0	0	0	0	0	0	0	
91035	»ïØ²½ÅÆØ+0	ITEM_ARMOR	ARMOR_SHIELD	1	NONE	NONE	WEAR_SHIELD	NONE	0	0	0	0	5	LEVEL	1	LIMIT_NONE	0	APPLY_REFLECT_MELEE	6	APPLY_NONE	0	APPLY_NONE	0	0	1	0	0	0	0	0	0	0	
91036	»ïØ²½ÅÆØ+0	ITEM_ARMOR	ARMOR_SHIELD	1	NONE	NONE	WEAR_SHIELD	NONE	0	0	0	0	5	LEVEL	1	LIMIT_NONE	0	APPLY_REFLECT_MELEE	7	APPLY_NONE	0	APPLY_NONE	0	0	1	0	0	0	0	0	0	0	
91037	»ïØ²½ÅÆØ+0	ITEM_ARMOR	ARMOR_SHIELD	1	NONE	NONE	WEAR_SHIELD	NONE	0	0	0	0	5	LEVEL	1	LIMIT_NONE	0	APPLY_REFLECT_MELEE	8	APPLY_BLOCK	5	APPLY_NONE	0	0	1	0	0	0	0	0	0	0	
91038	»ïØ²½ÅÆØ+0	ITEM_ARMOR	ARMOR_SHIELD	1	NONE	NONE	WEAR_SHIELD	NONE	0	0	0	0	5	LEVEL	1	LIMIT_NONE	0	APPLY_REFLECT_MELEE	9	APPLY_BLOCK	10	APPLY_NONE	0	0	1	0	0	0	0	0	0	0	
91039	»ïØ²½ÅÆØ+0	ITEM_ARMOR	ARMOR_SHIELD	1	NONE	NONE	WEAR_SHIELD	NONE	0	0	0	0	5	LEVEL	1	LIMIT_NONE	0	APPLY_REFLECT_MELEE	10	APPLY_BLOCK	15	APPLY_NONE	0	0	1	0	0	0	0	0	0	0	
91040	½ÊÀÌØö±Ø+0	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	NONE	WEAR_WEAPON	NONE	0	0	0	0	15	LEVEL	1	LIMIT_NONE	0	APPLY_STUN_PCT	5	APPLY_NONE	0	APPLY_NONE	0	0	0	0	28	33	0	0	3	0	
91041	½ÊÀÌØö±Ø+0	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	NONE	WEAR_WEAPON	NONE	0	0	0	0	15	LEVEL	1	LIMIT_NONE	0	APPLY_STUN_PCT	10	APPLY_NONE	0	APPLY_NONE	0	0	0	0	38	43	0	0	3	0	
91042	Ø­»ì	ITEM_WEAPON	WEAPON_ARROW	1	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_STACKABLE | COUNT_PER_1GOLD | ITEM_SLOW_QUERY	WEAR_ARROW	NONE	5	5	0	0	0	LEVEL	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	1	0	3	0	0	0	0	0	
91043	½ÊÀÌØö°Ë(º¸±Þ)	ITEM_WEAPON	WEAPON_SWORD	2	ANTI_MUDANG | ANTI_WOLFMAN	NONE	WEAR_WEAPON	NONE	0	0	0	0	5	LEVEL	1	LIMIT_NONE	0	APPLY_ATT_SPEED	25	APPLY_STUN_PCT	15	APPLY_NONE	0	0	0	0	98	103	0	100	3	0	
91044	½ÊÀÌØöØ£°©(º¸±Þ)	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	NONE	WEAR_BODY	NONE	0	0	0	0	10	LEVEL	1	LIMIT_NONE	0	APPLY_MAX_HP	5500	APPLY_MOV_SPEED	15	APPLY_STEAL_HP	20	0	1	0	25	0	0	100	3	0	
91045	ØøØ­Ø¶½Å¹ß(º¸±Þ)	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	0	0	0	0	15	LEVEL	1	LIMIT_NONE	0	APPLY_MOV_SPEED	25	APPLY_NONE	0	APPLY_NONE	0	0	1	0	0	0	0	0	0	0	
91046	»ïØ²½ÅÆØ(º¸±Þ)	ITEM_ARMOR	ARMOR_SHIELD	1	NONE	NONE	WEAR_SHIELD	NONE	0	0	0	0	5	LEVEL	1	LIMIT_NONE	0	APPLY_REFLECT_MELEE	15	APPLY_BLOCK	20	APPLY_NONE	0	0	1	0	0	0	0	0	0	0	
91047	ÀºØ­»ì	ITEM_WEAPON	WEAPON_ARROW	1	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_STACKABLE | COUNT_PER_1GOLD | ITEM_SLOW_QUERY	WEAR_ARROW	NONE	5	5	0	0	0	LEVEL	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	1	0	10	0	0	0	0	0	
91050	º¸¶ó»ö¹°¾à (¼Ò)	ITEM_USE	USE_ABILITY_UP	1	NONE	ITEM_STACKABLE | ITEM_SLOW_QUERY	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	8	30	30	0	0	0	0	0	0	
91051	º¸¶ó»ö¹°¾à (Øß)	ITEM_USE	USE_ABILITY_UP	1	NONE	ITEM_STACKABLE | ITEM_SLOW_QUERY	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	8	30	45	0	0	0	0	0	0	
91052	º¸¶ó»ö¹°¾à (´ë)	ITEM_USE	USE_ABILITY_UP	1	NONE	ITEM_STACKABLE | ITEM_SLOW_QUERY	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	8	30	60	0	0	0	0	0	0	
91053	³ì»ö¹°¾à(¼Ò)	ITEM_USE	USE_ABILITY_UP	1	NONE	ITEM_STACKABLE | ITEM_SLOW_QUERY	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	7	30	10	0	0	0	0	0	0	
91054	±¸¿îÆÛÄ¡(Ä¡·á)	ITEM_USE	USE_CLEAR	1	NONE	ITEM_STACKABLE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0	
91055	ºØ´ë	ITEM_USE	USE_POTION_NODELAY	1	ANTI_DROP | ANTI_SELL | ANTI_PKDROP | ANTI_STACK | ANTI_MYSHOP	ITEM_STACKABLE | ITEM_SLOW_QUERY	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	500	0	0	0	0	0	0	0	0	
91056	ÄÌº£·Î½º¸¶¿îÆ®(1Ø¸¿ë)	ITEM_COSTUME	COSTUME_MOUNT	1	ANTI_SAFEBOX	QUEST_USE | LOG	NONE	NONE	0	0	0	0	0	REAL_TIME_FIRST_USE	60	LEVEL	1	APPLY_NONE	20250	APPLY_MOV_SPEED	30	APPLY_NONE	0	0	20250	0	0	0	0	0	0	0	
91057	¸Þ¸Óµå¸¶¿îÆ®(1Ø¸¿ë)	ITEM_COSTUME	COSTUME_MOUNT	1	ANTI_SAFEBOX	QUEST_USE | LOG	NONE	NONE	0	0	0	0	0	REAL_TIME_FIRST_USE	60	LEVEL	1	APPLY_NONE	20246	APPLY_MOV_SPEED	40	APPLY_NONE	0	0	20246	0	0	0	0	0	0	0	
91058	¿ë¸¶¿îÆ®(1Ø¸¿ë)	ITEM_COSTUME	COSTUME_MOUNT	1	ANTI_SAFEBOX	QUEST_USE | LOG	NONE	NONE	0	0	0	0	0	REAL_TIME_FIRST_USE	60	LEVEL	1	APPLY_NONE	20252	APPLY_MOV_SPEED	50	APPLY_NONE	0	0	20252	0	0	0	0	0	0	0	
91059	¹«ÇÑÀÇ ½ºÅÂ¹Ì³Ê	ITEM_USE	USE_SPECIAL	1	ANTI_DROP | ANTI_GIVE | ANTI_PKDROP | ANTI_MYSHOP	ITEM_STACKABLE | ITEM_SLOW_QUERY	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0	
100000	¿ë½É	ITEM_USE	USE_TIME_CHARGE_PER	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_PKDROP | ANTI_STACK | ANTI_MYSHOP	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0	
100001	¿ë½É	ITEM_USE	USE_TIME_CHARGE_PER	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_PKDROP | ANTI_STACK | ANTI_MYSHOP	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	50	0	0	0	0	0	0	0	0	
100002	¿ë½É	ITEM_USE	USE_TIME_CHARGE_FIX	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_PKDROP | ANTI_STACK | ANTI_MYSHOP	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	30000	0	0	0	0	0	0	0	0	
100100	¿ëØ¥¼®ØßØâ±â	ITEM_EXTRACT	EXTRACT_DRAGON_SOUL	1	ANTI_SELL	NONE	NONE	NONE	100000	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	50	0	0	0	0	0	0	0	0	
100101	¿ëØ¥¼®ØßØâ±â+	ITEM_EXTRACT	EXTRACT_DRAGON_SOUL	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_PKDROP | ANTI_STACK | ANTI_MYSHOP | ANTI_SAFEBOX	NONE	NONE	NONE	1	1	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	600	0	0	0	0	0	0	0	0	
100200	¿ë½ÉØßØâ±â	ITEM_EXTRACT	EXTRACT_DRAGON_HEART	1	ANTI_SELL	NONE	NONE	NONE	1000000	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0	
100300	ÀÏ¹Ý °­Ø­¼®	ITEM_MATERIAL	MATERIAL_DS_REFINE_NORMAL	1	NONE	ITEM_STACKABLE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0	
100400	Øàº¹ÀÇ °­Ø­¼®	ITEM_MATERIAL	MATERIAL_DS_REFINE_BLESSED	1	NONE	ITEM_STACKABLE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0	
100500	¿ë½ÅÀÇ °­Ø­¼®	ITEM_MATERIAL	MATERIAL_DS_REFINE_HOLLY	1	NONE	ITEM_STACKABLE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0	
100700	¿ëØ¥¼®¼Ó¼ºº¯°æ(¹«)	ITEM_MATERIAL	MATERIAL_DS_REFINE_HOLLY	1	ANTI_DROP | ANTI_SELL | ANTI_PKDROP | ANTI_SAFEBOX	ITEM_STACKABLE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	500000	0	0	0	0	0	0	0	0	
100701	¿ëØ¥¼®¼Ó¼ºº¯°æ(À¯)	ITEM_MATERIAL	MATERIAL_DS_REFINE_HOLLY	1	NONE	ITEM_STACKABLE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	500000	0	0	0	0	0	0	0	0	
927209	³컶¹°¾Š(P)	ITEM_BLEND	0	1	ANTI_DROP | ANTI_SELL | ANTI_STACK | ANTI_MYSHOP	NONE	NONE	NONE	0	0	0	0	0	LEVEL	75	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0	
927212	º¸¶󻶹°¾Š(P)	ITEM_BLEND	0	1	ANTI_DROP | ANTI_SELL | ANTI_STACK | ANTI_MYSHOP	NONE	NONE	NONE	0	0	0	0	0	LEVEL	75	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0	
939017	¿뽅ÀǠ»ý¸𚁐)	ITEM_BLEND	0	1	ANTI_DROP | ANTI_SELL | ANTI_STACK | ANTI_MYSHOP	NONE	NONE	NONE	0	0	0	0	0	LEVEL	75	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0	
939018	¿뽅ÀǠ°ø°ݠ(P)	ITEM_BLEND	0	1	ANTI_DROP | ANTI_SELL | ANTI_STACK | ANTI_MYSHOP	NONE	NONE	NONE	0	0	0	0	0	LEVEL	75	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0	
939019	¿뽅ÀǠÁö´ɠ(P)	ITEM_BLEND	0	1	ANTI_DROP | ANTI_SELL | ANTI_STACK | ANTI_MYSHOP	NONE	NONE	NONE	0	0	0	0	0	LEVEL	75	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0	
939020	¿뽅ÀǠ¹澮 (P)	ITEM_BLEND	0	1	ANTI_DROP | ANTI_SELL | ANTI_STACK | ANTI_MYSHOP	NONE	NONE	NONE	0	0	0	0	0	LEVEL	75	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0	
939024	ũ¸®ƼăÀǠÀ堨P)	ITEM_BLEND	0	1	ANTI_DROP | ANTI_SELL | ANTI_STACK | ANTI_MYSHOP	NONE	NONE	NONE	0	0	0	0	0	LEVEL	75	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0	
939025	°üūÀǠÀ堨P)	ITEM_BLEND	0	1	ANTI_DROP | ANTI_SELL | ANTI_STACK | ANTI_MYSHOP	NONE	NONE	NONE	0	0	0	0	0	LEVEL	75	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0	
950821	Àû»󾗨P)	ITEM_BLEND	0	1	NONE	ITEM_STACKABLE | ITEM_SLOW_QUERY	NONE	NONE	1000	50	0	0	0	LEVEL	55	LEVEL	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0	
950822	ȫ»󾗨P)	ITEM_BLEND	0	1	NONE	ITEM_STACKABLE | ITEM_SLOW_QUERY	NONE	NONE	1000	50	0	0	0	LEVEL	55	LEVEL	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0	
950823	Ȳ»󾗨P)	ITEM_BLEND	0	1	NONE	ITEM_STACKABLE | ITEM_SLOW_QUERY	NONE	NONE	1000	50	0	0	0	LEVEL	55	LEVEL	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0	
950824	³컳¾רP)	ITEM_BLEND	0	1	NONE	ITEM_STACKABLE | ITEM_SLOW_QUERY	NONE	NONE	1000	50	0	0	0	LEVEL	55	LEVEL	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0	
950825	û»󾗨P)	ITEM_BLEND	0	1	NONE	ITEM_STACKABLE | ITEM_SLOW_QUERY	NONE	NONE	1000	50	0	0	0	LEVEL	55	LEVEL	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0	
950826	¹黳¾רP)	ITEM_BLEND	0	1	NONE	ITEM_STACKABLE | ITEM_SLOW_QUERY	NONE	NONE	1000	50	0	0	0	LEVEL	1	LEVEL	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0	
951002	æ±∯(P)	ITEM_BLEND	0	1	NONE	ITEM_STACKABLE	NONE	NONE	0	0	0	0	0	LEVEL	35	LEVEL	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0	
850821	Àû»ó¾×	ITEM_BLEND	0	1	ANTI_STACK	NONE	NONE	NONE	1000	50	0	0	0	LEVEL	50	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0	
850822	Ø«»ó¾×	ITEM_BLEND	0	1	ANTI_STACK	NONE	NONE	NONE	1000	50	0	0	0	LEVEL	50	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0	
850823	Ø²»ó¾×	ITEM_BLEND	0	1	ANTI_STACK	NONE	NONE	NONE	1000	50	0	0	0	LEVEL	50	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0	
850824	³ì»ó¾×	ITEM_BLEND	0	1	ANTI_STACK	NONE	NONE	NONE	1000	50	0	0	0	LEVEL	50	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0	
850825	Ø»»ó¾×	ITEM_BLEND	0	1	ANTI_STACK	NONE	NONE	NONE	1000	50	0	0	0	LEVEL	50	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0	
110000~110099	ØÖÇÏ±Þ ÀÏ¹Ý ¹é·æ¼®	ITEM_DS	DS_SLOT1	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_PKDROP | ANTI_STACK | ANTI_MYSHOP | ANTI_SAFEBOX	NONE	NONE	NONE	0	0	0	0	0	TIMER_BASED_ON_WEAR	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0	
110100~110199	ÇÏ±Þ ÀÏ¹Ý ¹é·æ¼®	ITEM_DS	DS_SLOT1	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_PKDROP | ANTI_STACK | ANTI_MYSHOP | ANTI_SAFEBOX	NONE	NONE	NONE	0	0	0	0	0	TIMER_BASED_ON_WEAR	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0	
110200~110299	Øß±Þ ÀÏ¹Ý ¹é·æ¼®	ITEM_DS	DS_SLOT1	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_PKDROP | ANTI_STACK | ANTI_MYSHOP | ANTI_SAFEBOX	NONE	NONE	NONE	0	0	0	0	0	TIMER_BASED_ON_WEAR	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0	
110300~110399	°í±Þ ÀÏ¹Ý ¹é·æ¼®	ITEM_DS	DS_SLOT1	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_PKDROP | ANTI_STACK | ANTI_MYSHOP | ANTI_SAFEBOX	NONE	NONE	NONE	0	0	0	0	0	TIMER_BASED_ON_WEAR	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0	
110400~110499	ØÖ°í±Þ ÀÏ¹Ý ¹é·æ¼®	ITEM_DS	DS_SLOT1	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_PKDROP | ANTI_STACK | ANTI_MYSHOP | ANTI_SAFEBOX	NONE	NONE	NONE	0	0	0	0	0	TIMER_BASED_ON_WEAR	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0	
